,City,Name,Score,Link,Pets,Price
205,Barcelona,Catalonia Port,8.9,https://www.booking.com/hotel/es/ciutat-de-barcelona.en-gb.html,Pets are not allowed.,92
206,Barcelona,Colón Hotel Barcelona,8.9,https://www.booking.com/hotel/es/ayre-rosellon.en-gb.html,Pets are not allowed.,142
207,Barcelona,Catalonia Born,8.8,https://www.booking.com/hotel/es/sbicaria.en-gb.html,Pets are allowed on request. Charges may be applicable.,77
208,Barcelona,Catalonia Albeniz,8.8,https://www.booking.com/hotel/es/sb-glow-4-sup.en-gb.html,Pets are allowed. Charges may be applicable.,56
209,Barcelona,"Alexandra Barcelona Hotel, Curio Collection by Hilton",8.3,https://www.booking.com/hotel/es/ohla.en-gb.html,Pets are not allowed.,92
210,Barcelona,Alma Barcelona GL,9.4,https://www.booking.com/hotel/es/h10-port-vell.en-gb.html,Pets are not allowed.,340
211,Barcelona,Mambo Tango,7.6,https://www.booking.com/hotel/es/h10-casa-mimosa.en-gb.html,Pets are not allowed.,31
212,Barcelona,Sunotel Club Central,8.3,https://www.booking.com/hotel/es/novotel-barcelona-city.en-gb.html,Pets are allowed on request. Charges may be applicable.,112
213,Barcelona,Gran Hotel Barcino,8.5,https://www.booking.com/hotel/es/travelodge-barcelona-poblenou.en-gb.html,Pets are allowed. Charges may be applicable.,94
214,Barcelona,Petit Palace Boqueria Garden,8.8,https://www.booking.com/hotel/es/barcelo-atenea-mar.en-gb.html,Pets are not allowed.,151
215,Barcelona,Eric Vökel Boutique Apartments - Gran Vía Suites,8.9,https://www.booking.com/hotel/es/wilson.en-gb.html,Pets are not allowed.,194
216,Barcelona,H10 Art Gallery 4* Sup,8.8,https://www.booking.com/hotel/es/hotelaxelbarcelona.en-gb.html,Pets are not allowed.,107
217,Barcelona,Hostal Rio De Castro,8.0,https://www.booking.com/hotel/es/grandmarina.en-gb.html,Pets are not allowed.,37
219,Barcelona,Guitart Grand Passage,8.4,https://www.booking.com/hotel/es/royal-passeig-de-gracia.en-gb.html,Pets are not allowed.,107
220,Barcelona,Ciutat Vella,8.3,https://www.booking.com/hotel/es/bcn-montjuic.en-gb.html,Pets are not allowed.,69
221,Barcelona,Hotel España Ramblas,8.6,https://www.booking.com/hotel/es/kimpton-barcelona.en-gb.html,"Free!
Pets are allowed. No extra charges.",173
222,Barcelona,Pensión 45,6.6,https://www.booking.com/hotel/es/arts-barcelona.en-gb.html,"Free!


All pools are free of charge",55
223,Barcelona,Be Mate Paseo de Gracia,9.2,https://www.booking.com/hotel/es/vinccimaritimo.en-gb.html,Pets are not allowed.,113
224,Barcelona,The Hotel 592 - Adults Only,9.0,https://www.booking.com/hotel/es/lleo.en-gb.html,Pets are not allowed.,49
226,Barcelona,The Hotel 592 - Adults Only,9.0,https://www.booking.com/hotel/es/negresco-princess.en-gb.html,Pets are not allowed.,49
227,Barcelona,Hotel The Serras,9.5,https://www.booking.com/hotel/es/h10-cubik.en-gb.html,Pets are not allowed.,310
228,Barcelona,Zenit Barcelona,8.1,https://www.booking.com/hotel/es/avenidapalace.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",96
229,Barcelona,Praktik Garden,8.6,https://www.booking.com/hotel/es/diagonal-zero.en-gb.html,Pets are allowed on request. Charges may be applicable.,60
230,Barcelona,Hotel Villa Emilia,9.2,https://www.booking.com/hotel/es/ciutat-de-barcelona.en-gb.html,Pets are not allowed.,122
231,Barcelona,Be Apartments,7.9,https://www.booking.com/hotel/es/ayre-rosellon.en-gb.html,Pets are not allowed.,114
232,Barcelona,Mandarin Oriental Barcelona,9.0,https://www.booking.com/hotel/es/sbicaria.en-gb.html,Pets are allowed on request. Charges may be applicable.,379
233,Barcelona,Ally's Bed&Breakfast,8.1,https://www.booking.com/hotel/es/sb-glow-4-sup.en-gb.html,Pets are allowed. Charges may be applicable.,43
234,Barcelona,Wello Apartments,8.4,https://www.booking.com/hotel/es/ohla.en-gb.html,Pets are not allowed.,136
235,Barcelona,Hotel Casa Bonay,8.9,https://www.booking.com/hotel/es/h10-port-vell.en-gb.html,Pets are not allowed.,107
236,Barcelona,Ibis Barcelona Plaza Glòries 22@,8.2,https://www.booking.com/hotel/es/h10-casa-mimosa.en-gb.html,Pets are not allowed.,72
237,Barcelona,Catalonia Square 4* Sup,9.3,https://www.booking.com/hotel/es/novotel-barcelona-city.en-gb.html,Pets are allowed on request. Charges may be applicable.,132
238,Barcelona,Hotel Barcelona Universal,8.7,https://www.booking.com/hotel/es/travelodge-barcelona-poblenou.en-gb.html,Pets are allowed. Charges may be applicable.,73
239,Barcelona,Hostal Easy Sants,7.6,https://www.booking.com/hotel/es/barcelo-atenea-mar.en-gb.html,Pets are not allowed.,48
240,Barcelona,Evenia Rocafort,8.6,https://www.booking.com/hotel/es/wilson.en-gb.html,Pets are not allowed.,161
241,Barcelona,Amister Apartments,9.2,https://www.booking.com/hotel/es/grandmarina.en-gb.html,Pets are not allowed.,113
243,Barcelona,Barcelona City Apartment,7.1,https://www.booking.com/hotel/es/hotelaxelbarcelona.en-gb.html,Pets are not allowed.,50
244,Barcelona,Zenit Borrell,8.1,https://www.booking.com/hotel/es/royal-passeig-de-gracia.en-gb.html,Pets are not allowed.,84
245,Barcelona,Isabella's House,8.6,https://www.booking.com/hotel/es/bcn-montjuic.en-gb.html,Pets are not allowed.,57
246,Barcelona,Hotel Denit Barcelona,8.7,https://www.booking.com/hotel/es/kimpton-barcelona.en-gb.html,"Free!
Pets are allowed. No extra charges.",115
247,Barcelona,AC Hotel Victoria Suites,8.5,https://www.booking.com/hotel/es/arts-barcelona.en-gb.html,"Free!


All pools are free of charge",126
248,Barcelona,Acta Splendid,8.6,https://www.booking.com/hotel/es/gran-via-678.en-gb.html,Pets are not allowed.,73
249,Barcelona,Hotel Inglés,8.2,https://www.booking.com/hotel/es/paseo-de-gracia-apartments-barcelona.en-gb.html,Pets are not allowed.,56
250,Barcelona,Hotel Inglés,8.2,https://www.booking.com/hotel/es/w-barcelona.en-gb.html,Pets are allowed. Charges may be applicable.,56
251,Barcelona,Ilunion Almirante,7.4,https://www.booking.com/hotel/es/negresco-princess.en-gb.html,Pets are not allowed.,56
252,Barcelona,Amrey Sant Pau,8.4,https://www.booking.com/hotel/es/h10-cubik.en-gb.html,Pets are not allowed.,71
253,Barcelona,Hostal Argo,8.2,https://www.booking.com/hotel/es/avenidapalace.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",100
254,Barcelona,Eurostars Monumental,8.5,https://www.booking.com/hotel/es/diagonal-zero.en-gb.html,Pets are allowed on request. Charges may be applicable.,68
255,Barcelona,Inout,7.7,https://www.booking.com/hotel/es/ayre-rosellon.en-gb.html,Pets are not allowed.,57
256,Barcelona,Sunotel Junior,7.5,https://www.booking.com/hotel/es/ciutat-de-barcelona.en-gb.html,Pets are not allowed.,76
257,Barcelona,Hotel Derby,8.0,https://www.booking.com/hotel/es/sbicaria.en-gb.html,Pets are allowed on request. Charges may be applicable.,82
258,Barcelona,Hotel Sofia Barcelona - in The Unbound Collection by Hyatt,9.2,https://www.booking.com/hotel/es/sb-glow-4-sup.en-gb.html,Pets are allowed. Charges may be applicable.,230
259,Barcelona,Isabella's House,8.6,https://www.booking.com/hotel/es/ohla.en-gb.html,Pets are not allowed.,57
260,Barcelona,Melia Barcelona Sky 4* Sup,8.3,https://www.booking.com/hotel/es/h10-port-vell.en-gb.html,Pets are not allowed.,115
261,Barcelona,Mayerling Schumann Barcelona,8.0,https://www.booking.com/hotel/es/royal-passeig-de-gracia.en-gb.html,Pets are not allowed.,147
262,Barcelona,ibis Styles Barcelona Centre,8.4,https://www.booking.com/hotel/es/h10-casa-mimosa.en-gb.html,Pets are not allowed.,67
263,Barcelona,Hotel Concordia Barcelona,8.3,https://www.booking.com/hotel/es/novotel-barcelona-city.en-gb.html,Pets are allowed on request. Charges may be applicable.,77
264,Barcelona,Sunotel Club Central,8.3,https://www.booking.com/hotel/es/travelodge-barcelona-poblenou.en-gb.html,Pets are allowed. Charges may be applicable.,112
265,Barcelona,Hostal Girona,8.9,https://www.booking.com/hotel/es/barcelo-atenea-mar.en-gb.html,Pets are not allowed.,50
266,Barcelona,SuiteaBCN,9.2,https://www.booking.com/hotel/es/wilson.en-gb.html,Pets are not allowed.,225
267,Barcelona,Decô Apartments Barcelona-Born Apt.,9.2,https://www.booking.com/hotel/es/hotelaxelbarcelona.en-gb.html,Pets are not allowed.,282
268,Barcelona,Up Suites Bcn,9.1,https://www.booking.com/hotel/es/grandmarina.en-gb.html,Pets are not allowed.,150
270,Barcelona,Hotel Gran Derby Suites,8.7,https://www.booking.com/hotel/es/bcn-montjuic.en-gb.html,Pets are not allowed.,99
271,Barcelona,Fabrizzio's Petit,9.2,https://www.booking.com/hotel/es/kimpton-barcelona.en-gb.html,"Free!
Pets are allowed. No extra charges.",82
272,Barcelona,Hotel Laumon,7.8,https://www.booking.com/hotel/es/arts-barcelona.en-gb.html,"Free!


All pools are free of charge",54
273,Barcelona,Hesperia Barcelona Ramblas,8.7,https://www.booking.com/hotel/es/paseo-de-gracia-apartments-barcelona.en-gb.html,Pets are not allowed.,91
274,Barcelona,Boutique Hostemplo Sagrada Familia,8.9,https://www.booking.com/hotel/es/vinccimaritimo.en-gb.html,Pets are not allowed.,187
275,Barcelona,Ilunion Almirante,7.4,https://www.booking.com/hotel/es/w-barcelona.en-gb.html,Pets are allowed. Charges may be applicable.,56
276,Barcelona,Cosmopolitan Boutique Rambla,8.3,https://www.booking.com/hotel/es/negresco-princess.en-gb.html,Pets are not allowed.,806
277,Barcelona,The Hipstel Paseo De Gracia,7.7,https://www.booking.com/hotel/es/h10-cubik.en-gb.html,Pets are not allowed.,56
278,Barcelona,Hotel Rialto,7.7,https://www.booking.com/hotel/es/avenidapalace.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",73
279,Barcelona,Grupotel Gravina,8.3,https://www.booking.com/hotel/es/diagonal-zero.en-gb.html,Pets are allowed on request. Charges may be applicable.,118
280,Barcelona,Primavera Hostel,9.1,https://www.booking.com/hotel/es/ciutat-de-barcelona.en-gb.html,Pets are not allowed.,73
281,Barcelona,Hostal Delfos,8.0,https://www.booking.com/hotel/es/ayre-rosellon.en-gb.html,Pets are not allowed.,30
282,Barcelona,SLEEP Miró by STAY,7.8,https://www.booking.com/hotel/es/sbicaria.en-gb.html,Pets are allowed on request. Charges may be applicable.,239
283,Barcelona,Boutique Hotel H10 Montcada,9.1,https://www.booking.com/hotel/es/ohla.en-gb.html,Pets are not allowed.,166
284,Barcelona,Hotel Serhs Rivoli Rambla,8.0,https://www.booking.com/hotel/es/sb-glow-4-sup.en-gb.html,Pets are allowed. Charges may be applicable.,128
285,Barcelona,Casa Lirio,8.3,https://www.booking.com/hotel/es/h10-port-vell.en-gb.html,Pets are not allowed.,576
286,Barcelona,Plaza Goya Rooms,8.6,https://www.booking.com/hotel/es/h10-casa-mimosa.en-gb.html,Pets are not allowed.,61
287,Barcelona,Ant Hostel Barcelona,8.0,https://www.booking.com/hotel/es/novotel-barcelona-city.en-gb.html,Pets are allowed on request. Charges may be applicable.,80
288,Barcelona,Free Hostels Barcelona,8.7,https://www.booking.com/hotel/es/travelodge-barcelona-poblenou.en-gb.html,Pets are allowed. Charges may be applicable.,96
289,Barcelona,Hesperia Barcelona Del Mar,8.2,https://www.booking.com/hotel/es/barcelo-atenea-mar.en-gb.html,Pets are not allowed.,87
290,Barcelona,Room Mate Pau,9.2,https://www.booking.com/hotel/es/wilson.en-gb.html,Pets are not allowed.,140
291,Barcelona,Hostal Centric,8.9,https://www.booking.com/hotel/es/hotelaxelbarcelona.en-gb.html,Pets are not allowed.,100
292,Barcelona,Hostal Elkano,7.7,https://www.booking.com/hotel/es/grandmarina.en-gb.html,Pets are not allowed.,30
294,Barcelona,SLEEP Eixample by STAY,7.8,https://www.booking.com/hotel/es/royal-passeig-de-gracia.en-gb.html,Pets are not allowed.,184
295,Barcelona,Hostal Natura Barcelona,7.9,https://www.booking.com/hotel/es/bcn-montjuic.en-gb.html,Pets are not allowed.,57
296,Barcelona,AC Hotel Sants,8.2,https://www.booking.com/hotel/es/kimpton-barcelona.en-gb.html,"Free!
Pets are allowed. No extra charges.",133
297,Barcelona,Olivia Balmes Hotel,9.5,https://www.booking.com/hotel/es/arts-barcelona.en-gb.html,"Free!


All pools are free of charge",182
298,Barcelona,Barcelona Just Like Home,9.0,https://www.booking.com/hotel/es/vinccimaritimo.en-gb.html,Pets are not allowed.,320
299,Barcelona,Monument Hotel,9.3,https://www.booking.com/hotel/es/lleo.en-gb.html,Pets are not allowed.,255
300,Barcelona,H10 Itaca,8.5,https://www.booking.com/hotel/es/w-barcelona.en-gb.html,Pets are allowed. Charges may be applicable.,81
301,Barcelona,Monument Hotel,9.3,https://www.booking.com/hotel/es/negresco-princess.en-gb.html,Pets are not allowed.,255
302,Barcelona,NH Barcelona Eixample,8.4,https://www.booking.com/hotel/es/h10-cubik.en-gb.html,Pets are not allowed.,65
303,Barcelona,Cosmo Apartments Passeig de Gràcia,8.2,https://www.booking.com/hotel/es/avenidapalace.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",170
304,Barcelona,Ola Living Diagonal Apartments,9.0,https://www.booking.com/hotel/es/diagonal-zero.en-gb.html,Pets are allowed on request. Charges may be applicable.,275
305,Barcelona,Hostal Radio Barcelona,7.5,https://www.booking.com/hotel/es/ayre-rosellon.en-gb.html,Pets are not allowed.,43
306,Barcelona,Aspasios Las Ramblas Apartments,8.7,https://www.booking.com/hotel/es/ciutat-de-barcelona.en-gb.html,Pets are not allowed.,144
307,Barcelona,Ola Living Music,8.3,https://www.booking.com/hotel/es/sbicaria.en-gb.html,Pets are allowed on request. Charges may be applicable.,131
308,Barcelona,Hostal Delfos,8.0,https://www.booking.com/hotel/es/sb-glow-4-sup.en-gb.html,Pets are allowed. Charges may be applicable.,30
309,Barcelona,Vale Suites,8.9,https://www.booking.com/hotel/es/ohla.en-gb.html,Pets are not allowed.,486
310,Barcelona,Hostal Marenostrum,8.6,https://www.booking.com/hotel/es/h10-port-vell.en-gb.html,Pets are not allowed.,116
311,Barcelona,Decô Apartments Barcelona-Eixample,9.1,https://www.booking.com/hotel/es/royal-passeig-de-gracia.en-gb.html,Pets are not allowed.,335
312,Barcelona,SLEEP Universitat by STAY,7.8,https://www.booking.com/hotel/es/h10-casa-mimosa.en-gb.html,Pets are not allowed.,179
313,Barcelona,Cuatro Naciones,8.5,https://www.booking.com/hotel/es/novotel-barcelona-city.en-gb.html,Pets are allowed on request. Charges may be applicable.,66
314,Barcelona,Hotel Sansi Barcelona,8.2,https://www.booking.com/hotel/es/travelodge-barcelona-poblenou.en-gb.html,Pets are allowed. Charges may be applicable.,82
315,Barcelona,Cosmo Apartments Consell de Cent - Plaza Universitat,7.9,https://www.booking.com/hotel/es/barcelo-atenea-mar.en-gb.html,Pets are not allowed.,245
316,Barcelona,Acta BCN 40,8.5,https://www.booking.com/hotel/es/wilson.en-gb.html,Pets are not allowed.,56
317,Barcelona,Hostal Sant Pau,7.8,https://www.booking.com/hotel/es/hotelaxelbarcelona.en-gb.html,Pets are not allowed.,100
318,Barcelona,Circa 1905,9.3,https://www.booking.com/hotel/es/grandmarina.en-gb.html,Pets are not allowed.,86
320,Barcelona,Generator Barcelona,8.1,https://www.booking.com/hotel/es/bcn-montjuic.en-gb.html,Pets are not allowed.,88
321,Barcelona,C211 Barcelona Apartments,8.9,https://www.booking.com/hotel/es/kimpton-barcelona.en-gb.html,"Free!
Pets are allowed. No extra charges.",186
322,Barcelona,Barcelona City Apartment,7.1,https://www.booking.com/hotel/es/arts-barcelona.en-gb.html,"Free!


All pools are free of charge",50
323,Barcelona,Hotel Casa Elliot,9.2,https://www.booking.com/hotel/es/vinccimaritimo.en-gb.html,Pets are not allowed.,80
324,Barcelona,Eurostars Bcn Design,8.5,https://www.booking.com/hotel/es/lleo.en-gb.html,Pets are not allowed.,225
325,Barcelona,SmartRoom Barcelona,8.5,https://www.booking.com/hotel/es/w-barcelona.en-gb.html,Pets are allowed. Charges may be applicable.,50
326,Barcelona,Hostal Barcelona,7.0,https://www.booking.com/hotel/es/negresco-princess.en-gb.html,Pets are not allowed.,54
327,Barcelona,Aparthotel Silver,9.0,https://www.booking.com/hotel/es/h10-cubik.en-gb.html,Pets are not allowed.,95
328,Barcelona,Hotel Brick Barcelona,9.0,https://www.booking.com/hotel/es/avenidapalace.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",62
329,Barcelona,Hostal Benidorm,8.7,https://www.booking.com/hotel/es/diagonal-zero.en-gb.html,Pets are allowed on request. Charges may be applicable.,83
331,Barcelona,Hotel Cortes,8.3,https://www.booking.com/hotel/es/ciutat-de-barcelona.en-gb.html,Pets are not allowed.,97
332,Barcelona,Tres Torres Atiram Hotels,8.3,https://www.booking.com/hotel/es/sbicaria.en-gb.html,Pets are allowed on request. Charges may be applicable.,79
333,Barcelona,Amister Apartments,9.2,https://www.booking.com/hotel/es/ohla.en-gb.html,Pets are not allowed.,113
334,Barcelona,Hostal Boutique Khronos,8.7,https://www.booking.com/hotel/es/sb-glow-4-sup.en-gb.html,Pets are allowed. Charges may be applicable.,106
335,Barcelona,Ally's Bed&Breakfast,8.1,https://www.booking.com/hotel/es/h10-port-vell.en-gb.html,Pets are not allowed.,43
336,Barcelona,Enjoybcn Coliseum Apartments,8.4,https://www.booking.com/hotel/es/royal-passeig-de-gracia.en-gb.html,Pets are not allowed.,340
337,Barcelona,Bed & Art Barcelona,7.4,https://www.booking.com/hotel/es/h10-casa-mimosa.en-gb.html,Pets are not allowed.,121
338,Barcelona,Cosmo Apartments Marina – Auditori,8.0,https://www.booking.com/hotel/es/novotel-barcelona-city.en-gb.html,Pets are allowed on request. Charges may be applicable.,155
339,Barcelona,Hotel Ciutadella Barcelona,8.3,https://www.booking.com/hotel/es/travelodge-barcelona-poblenou.en-gb.html,Pets are allowed. Charges may be applicable.,94
340,Barcelona,BCN Home Guest House,8.4,https://www.booking.com/hotel/es/barcelo-atenea-mar.en-gb.html,Pets are not allowed.,77
341,Barcelona,NH Barcelona Diagonal Center,8.3,https://www.booking.com/hotel/es/wilson.en-gb.html,Pets are not allowed.,65
342,Barcelona,SLEEP Fira by STAY,8.0,https://www.booking.com/hotel/es/hotelaxelbarcelona.en-gb.html,Pets are not allowed.,209
343,Barcelona,Hostal LIWI,8.8,https://www.booking.com/hotel/es/grandmarina.en-gb.html,Pets are not allowed.,92
345,Barcelona,C211 Barcelona Apartments,8.9,https://www.booking.com/hotel/es/bcn-montjuic.en-gb.html,Pets are not allowed.,186
346,Barcelona,Cosmo Suite Penthouse,9.1,https://www.booking.com/hotel/es/kimpton-barcelona.en-gb.html,"Free!
Pets are allowed. No extra charges.",1
347,Barcelona,Urban District Apartments - Rambla Suites & Pool,8.2,https://www.booking.com/hotel/es/arts-barcelona.en-gb.html,"Free!


All pools are free of charge",159
348,Barcelona,Hostal Nova Barcelona,8.5,https://www.booking.com/hotel/es/vinccimaritimo.en-gb.html,Pets are not allowed.,45
350,Barcelona,Hostal Boutique Khronos,8.7,https://www.booking.com/hotel/es/w-barcelona.en-gb.html,Pets are allowed. Charges may be applicable.,106
351,Barcelona,NH Barcelona Diagonal Center,8.3,https://www.booking.com/hotel/es/negresco-princess.en-gb.html,Pets are not allowed.,65
